reference_id,ref_hotel_name,hotel_id,hotel_name,room_name,main_name,bedrooms_count,room_capacity,room_quality,room_quality_category,room_class,bedding_type,bedding_config,balcony,family_room,club_room,room_view,room_area_m2,room_area_sqft
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,1 BEDROOM  OCEAN  SUITE,1 BEDROOM OCEAN SUITE,1.0,,,,suite,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Suite 1 Bedroom (Ocean),Suite 1 Bedroom,1.0,,,,suite,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,One Bedroom Ocean View Suite with Private Terrace  - includes Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Breakfast included in the price ,One Bedroom Ocean View Suite with Private Terrace,1.0,,club,very_high,suite,,,1.0,,,ocean_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,One Bedroom Ocean Suite,One Bedroom Ocean Suite,1.0,,,,suite,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,One Bedroom Ocean View Suite with Private Terrace  - includes Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Half board included ,One Bedroom Ocean View Suite with Private Terrace,1.0,,club,very_high,suite,,,1.0,,,ocean_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Two Bedroom Ocean Suite,Two Bedroom Ocean Suite,2.0,,,,suite,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Family Garden Suite,Family Garden Suite,,,,,suite,,,,1.0,,garden_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Suite 2 Bedrooms (Ocean),Suite 2 Bedrooms,2.0,,,,suite,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,1 BEDROOM  AL BAHAR  VILLA,1 BEDROOM AL BAHAR VILLA,1.0,,,,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Two Bedroom Ocean View Suite with Private Terrace  - includes Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Breakfast included in the price ,Two Bedroom Ocean View Suite with Private Terrace,2.0,,club,very_high,suite,,,1.0,,,ocean_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Family Suite (Garden),Family Suite,,,,,suite,,,,1.0,,garden_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Family Garden Suite with Private Terrace - includes direct resort access  Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Breakfast included in the price ,Family Garden Suite with Private Terrace,,,club,very_high,suite,,,1.0,1.0,,garden_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,One Bedroom Al Bahar Villa,One Bedroom Al Bahar Villa,1.0,,,,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Two Bedroom Ocean View Suite with Private Terrace  - includes Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Half board included ,Two Bedroom Ocean View Suite with Private Terrace,2.0,,club,very_high,suite,,,1.0,,,ocean_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Family Garden Suite with Private Terrace - includes direct resort access  Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Half board included ,Family Garden Suite with Private Terrace,,,club,very_high,suite,,,1.0,1.0,,garden_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Villa 1 Bedroom (Al Bahar),Villa 1 Bedroom,1.0,,,,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Al Bahar One Bedroom Royal Villa with Private Pool - includes Two-Way Airport Transfer  Butler Service  Daily Breakfast in-villa & Afternoon Tea  Evening Drinks & Canapes and Wild Wadi Waterpark™ access - Breakfast included in the price ,Al Bahar One Bedroom Royal Villa with Private Pool,1.0,,royal,luxury,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Al Bahar One Bedroom Royal Villa with Private Pool - includes Two-Way Airport Transfer  Butler Service  Daily Breakfast in-villa & Afternoon Tea  Evening Drinks & Canapes and Wild Wadi Waterpark™ access - Half board included ,Al Bahar One Bedroom Royal Villa with Private Pool,1.0,,royal,luxury,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Three Bedroom Ocean Suite,Three Bedroom Ocean Suite,3.0,,,,suite,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,2 BEDROOMS  AL BAHAR  VILLA,2 BEDROOMS AL BAHAR VILLA,2.0,,,,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Two Bedroom Al Bahar Villa,Two Bedroom Al Bahar Villa,2.0,,,,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Three Bedroom Ocean View Suite with Private Terrace  - includes Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Breakfast included in the price ,Three Bedroom Ocean View Suite with Private Terrace,3.0,,club,very_high,suite,,,1.0,,,ocean_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Al Bahar Two Bedroom Royal Villa with Private Pool - includes Butler Service  Daily Breakfast in-villa & Afternoon Tea  Evening Drinks & Canapes and Wild Wadi Waterpark™ access - Breakfast included in the price ,Al Bahar Two Bedroom Royal Villa with Private Pool,2.0,,royal,luxury,villa,,,,,,,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Three Bedroom Ocean View Suite with Private Terrace  - includes Daily Breakfast & Afternoon Tea  Evening Drinks & Canapes  Club Lounge access with all-day refreshments and Wild Wadi Waterpark™ access - Half board included ,Three Bedroom Ocean View Suite with Private Terrace,3.0,,club,very_high,suite,,,1.0,,,ocean_view,,
76,"Jumeirah at Saadiyat Island Resort, UAE",2345,JUMEIRAH BEACH,Al Bahar Two Bedroom Royal Villa with Private Pool - includes Butler Service  Daily Breakfast in-villa & Afternoon Tea  Evening Drinks & Canapes and Wild Wadi Waterpark™ access - Half board included ,Al Bahar Two Bedroom Royal Villa with Private Pool,2.0,,royal,luxury,villa,,,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Palmscape King Room,Palmscape King Room,,,,,room,king,king,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Palmscape Queen Room,Palmscape Queen Room,,,,,room,queen,queen,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Palmscape King- 1 King Bed,Palmscape King,,,,,other,1 king bed,king,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club King Sea View Room,Royal Club King Sea View Room,,,royal,luxury,room,king,king,,,,sea_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Palmscape Queen- 2 Queen Beds,Palmscape Queen,,,,,other,2 queen beds,queens,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club King Palm View Room,Royal Club King Palm View Room,,,royal,luxury,room,king,king,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club Queen Sea View Room,Royal Club Queen Sea View Room,,,royal,luxury,room,queen,queen,,,,sea_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club Queen Palm View Room,Royal Club Queen Palm View Room,,,royal,luxury,room,queen,queen,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club King - Sea View- 1 King Bed,Royal Club King,,,royal,luxury,other,1 king bed,king,,,,sea_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club King - Palm View- 1 King Bed,Royal Club King,,,royal,luxury,other,1 king bed,king,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Junior Sky View Suite,Junior Sky View Suite,,,junior,entry,suite,,,,,,sky_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club Queen - Sea View- 2 Queen Beds,Royal Club Queen,,,royal,luxury,other,2 queen beds,queens,,,,sea_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Sky Terrace Suite,Sky Terrace Suite,,,,,suite,,,1.0,,,sky_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Royal Club Queen - Palm View- 2 Queen Beds,Royal Club Queen,,,royal,luxury,other,2 queen beds,queens,,,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Family Room Sea View,Family Room Sea View,,,,,room,,,,1.0,,sea_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Family Room Palm View,Family Room Palm View,,,,,room,,,,1.0,,,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,2-bedroom Sky Terrace Suite,2-bedroom Sky Terrace Suite,2.0,,,,suite,,,1.0,,,sky_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,3-bedroom Sky Terrace Suite,3-bedroom Sky Terrace Suite,3.0,,,,suite,,,1.0,,,sky_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Sky Pool Villa - Sea View,Sky Pool Villa,,,,,villa,,,,,,sea_view,,
77,Atlantis The Royal,1348130,ATLANTIS THE ROYAL,Sky Pool Villa - Palm View,Sky Pool Villa,,,,,villa,,,,,,sky_view,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE SUPERIOR ROOM,PALACE SUPERIOR ROOM,,,superior,enhanced,room,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE SUPERIOR ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,PALACE SUPERIOR ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,,,superior,enhanced,room,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT DELUXE ROOM DOUBLE DOUBLE,ARABIAN COURT DELUXE ROOM DOUBLE DOUBLE,,,deluxe,high,room,double double,doubles,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT DELUXE ROOM,ARABIAN COURT DELUXE ROOM,,,deluxe,high,room,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT DELUXE ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,ARABIAN COURT DELUXE ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,,,deluxe,high,room,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT DELUXE ROOM DOUBLE DOUBLE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,ARABIAN COURT DELUXE ROOM DOUBLE DOUBLE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,,,deluxe,high,room,double double,doubles,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Arabian Court Deluxe King Room,Arabian Court Deluxe King Room,,,deluxe,high,room,king,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Arabian Court Deluxe Twin Room,Arabian Court Deluxe Twin Room,,2.0,deluxe,high,room,twin,twin,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Palace Superior King Room,Palace Superior King Room,,,superior,enhanced,room,king,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Palace Superior Twin Room,Palace Superior Twin Room,,2.0,superior,enhanced,room,twin,twin,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Deluxe Room 2 Twin Beds (Arabian Court with Waterpark Access),Deluxe Room 2 Twin Beds,,,deluxe,high,room,2 twin beds,twins,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Superior Room 2 Twin Beds (Palace with Waterpark Access),Superior Room 2 Twin Beds,,,superior,enhanced,room,2 twin beds,twins,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Superior Room 1 King Bed (Palace with Waterpark Access),Superior Room 1 King Bed,,,superior,enhanced,room,1 king bed,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Deluxe Room 1 King Bed (Arabian Court with Waterpark Access),Deluxe Room 1 King Bed,,,deluxe,high,room,1 king bed,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE MANZIL SUPERIOR ROOM,PALACE MANZIL SUPERIOR ROOM,,,superior,enhanced,room,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE MANZIL SUPERIOR ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,PALACE MANZIL SUPERIOR ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,,,superior,enhanced,room,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Palace Manzil Superior King Room,Palace Manzil Superior King Room,,,superior,enhanced,room,king,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Palace Manzil Superior Twin Room,Palace Manzil Superior Twin Room,,2.0,superior,enhanced,room,twin,twin,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,RESIDENCE PRESTIGE ROOM,RESIDENCE PRESTIGE ROOM,,,prestige,ultimate,residence,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,RESIDENCE PRESTIGE ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,RESIDENCE PRESTIGE ROOM WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,,,prestige,ultimate,residence,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Superior Room 1 King Bed (Palace Manzil with Host Waterpark),Superior Room 1 King Bed,,,superior,enhanced,room,1 king bed,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Superior Room 2 Twin Beds (Palace Manzil Host Waterpark Access),Superior Room 2 Twin Beds,,,superior,enhanced,room,2 twin beds,twins,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Residence Prestige Room King,Residence Prestige Room King,,,prestige,ultimate,residence,king,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Residence Prestige Room Twin,Residence Prestige Room Twin,,2.0,prestige,ultimate,residence,twin,twin,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Palace Executive Suite,Palace Executive Suite,,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Room 1 King Bed (Residence Prestige with Host),Room 1 King Bed,,,prestige,ultimate,residence,1 king bed,king,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Room 2 Twin Beds (Residence Prestige with Host),Room 2 Twin Beds,,,prestige,ultimate,residence,2 twin beds,twins,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Executive Suite (Palace with DRIFT & Waterpark Access),Executive Suite,,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT TWO DELUXE ROOMS FAMILY ACCOMMODATION,ARABIAN COURT TWO DELUXE ROOMS FAMILY ACCOMMODATION,,,deluxe,high,room,,,,1.0,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT TWO DELUXE ROOMS FAMILY ACCOMMODATION WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,ARABIAN COURT TWO DELUXE ROOMS FAMILY ACCOMMODATION WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,,,deluxe,high,room,,,,1.0,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE ONE BEDROOM EXECUTIVE SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,PALACE ONE BEDROOM EXECUTIVE SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,1.0,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT FAMILY DELUXE ROOM,ARABIAN COURT FAMILY DELUXE ROOM,,,deluxe,high,room,,,,1.0,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Residence Junior Suite,Residence Junior Suite,,,junior,entry,residence,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Arabian Court Executive Suite,Arabian Court Executive Suite,,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,RESIDENCE JUNIOR SUITE,RESIDENCE JUNIOR SUITE,,,junior,entry,residence,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,RESIDENCE JUNIOR SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,RESIDENCE JUNIOR SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,,,junior,entry,residence,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT ONE BEDROOM EXECUTIVE SUITE,ARABIAN COURT ONE BEDROOM EXECUTIVE SUITE,1.0,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE MANZIL ONE BEDROOM SUITE,PALACE MANZIL ONE BEDROOM SUITE,1.0,,palace,luxury,suite,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE MANZIL ONE BEDROOM SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,PALACE MANZIL ONE BEDROOM SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,1.0,,palace,luxury,suite,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,ARABIAN COURT ONE BEDROOM EXECUTIVE SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,ARABIAN COURT ONE BEDROOM EXECUTIVE SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,1.0,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Executive Suite (Arabian Court DRIFT & Waterpark),Executive Suite,,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Junior Suite (Residence with Host DRIFT access),Junior Suite,,,junior,entry,residence,,,,,,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE TWO BEDROOM EXECUTIVE SUITE,PALACE TWO BEDROOM EXECUTIVE SUITE,2.0,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,PALACE TWO BEDROOM EXECUTIVE SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,PALACE TWO BEDROOM EXECUTIVE SUITE WITH DAILY ACCESS TO AQUAVENTURE WATERPARK,2.0,,executive,very_high,suite,,,,,1.0,,,
78,One & Only Royal Mirage,431489,ONE AND ONLY ROYAL MIRAGE,Residence Rooftop Suite,Residence Rooftop Suite,,,,,residence,,,,,,,,
