reference_id,ref_hotel_name,hotel_id,hotel_name,room_name,main_name,bedrooms_count,room_capacity,room_quality,room_quality_category,room_class,bedding_type,bedding_config,balcony,family_room,club_room,room_view,room_area_m2,room_area_sqft
80,Mandarin Oriental Jumeira Dubai,mandarin_oriental_jumeira_dubai,"Hotel mandarin oriental jumeira, dubai",Royal Penthouse Suite,Royal Penthouse Suite,,,royal,luxury,penthouse,,,,,,,,
81,Burj Al Arab,luxury_apartment_burj_al_arab_view,Luxury apartment Burj al Arab View,Apartment,Apartment,,,,,apartment,,,,,,,,
81,Burj Al Arab,luxury_apartment_burj_al_arab_view,Luxury apartment Burj al Arab View,Luxury Apartment,Luxury Apartment,,,luxury,luxury,apartment,,,,,,,,
81,Burj Al Arab,luxury_apartment_burj_al_arab_view,Luxury apartment Burj al Arab View,1 Bedroom Luxury Apartment with balcony,1 Bedroom Luxury Apartment with balcony,1.0,,luxury,luxury,apartment,,,1.0,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Premier Palm Beach Quadruple room,Premier Palm Beach Quadruple room,,4.0,premier,luxury,room,,,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Premier Palm Manor Quadruple room,Premier Palm Manor Quadruple room,,4.0,premier,luxury,room,,,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Premier Palm Beach Double room full double bed,Premier Palm Beach Double room,,2.0,premier,luxury,room,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Premier Palm Manor Double room full double bed,Premier Palm Manor Double room,,2.0,premier,luxury,room,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Premier Palm Beach Double room twin beds,Premier Palm Beach Double room,,2.0,premier,luxury,room,twin beds,twins,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Premier Palm Manor Double room twin beds,Premier Palm Manor Double room,,2.0,premier,luxury,room,twin beds,twins,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",2 Bedrooms Junior Suite beachfront,2 Bedrooms Junior Suite beachfront,2.0,,junior,entry,suite,,,,,,beach_view,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Palm Beach Double Junior Suite full double bed,Palm Beach Double Junior Suite,,,junior,entry,suite,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",2 Bedrooms Pool Junior Suite beachfront,2 Bedrooms Pool Junior Suite beachfront,2.0,,junior,entry,suite,,,,,,beach_view,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Pool Palm Beach Double Junior Suite full double bed,Pool Palm Beach Double Junior Suite,,,junior,entry,suite,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Executive Palm Beach Double Suite full double bed,Executive Palm Beach Double Suite,,2.0,executive,very_high,suite,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Executive Palm Manor Double Suite full double bed,Executive Palm Manor Double Suite,,2.0,executive,very_high,suite,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Pool Executive Palm Beach Double Suite full double bed,Pool Executive Palm Beach Double Suite,,2.0,executive,very_high,suite,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",Grand Palm Manor Double Suite full double bed,Grand Palm Manor Double Suite,,2.0,grand,luxury,suite,full double bed,double,,,,,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",2 Bedrooms Villa beachfront,2 Bedrooms Villa beachfront,2.0,,,,villa,,,,,,beach_view,,
82,One & Only The Palm,one_and_only_the_palm,"One&Only The Palm, Dubai Hotel",3 Bedrooms Villa beachfront,3 Bedrooms Villa beachfront,3.0,,,,villa,,,,,,beach_view,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe room,Deluxe room,,,deluxe,high,room,,,,,,,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe room with city view,Deluxe room with city view,,,deluxe,high,room,,,,,,city_view,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe room with partial sea view,Deluxe room with partial sea view,,,deluxe,high,room,,,,,,sea_view,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe room with resort view,Deluxe room with resort view,,,deluxe,high,room,,,,,,,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Quadruple room,Deluxe Quadruple room,,4.0,deluxe,high,room,,,,,,,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Quadruple room with city view,Deluxe Quadruple room with city view,,4.0,deluxe,high,room,,,,,,city_view,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Quadruple room with partial sea view,Deluxe Quadruple room with partial sea view,,4.0,deluxe,high,room,,,,,,sea_view,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Quadruple room with resort view,Deluxe Quadruple room with resort view,,4.0,deluxe,high,room,,,,,,,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Double room full double bed,Deluxe Double room,,2.0,deluxe,high,room,full double bed,double,,,,,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Double room with city view full double bed,Deluxe Double room with city view,,2.0,deluxe,high,room,full double bed,double,,,,city_view,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Double room with partial sea view full double bed,Deluxe Double room with partial sea view,,2.0,deluxe,high,room,full double bed,double,,,,sea_view,,
84,Four Seasons Resort at Jumeirah Beach,four_seasons_resort_dubai_at_jumeirah_beach,Four Seasons Dubai at Jumeirah Beach Resort,Deluxe Double room with resort view full double bed,Deluxe Double room with resort view,,2.0,deluxe,high,room,full double bed,double,,,,,,
